"Date","Level","Slope","Curvature"
2001-07-31,2.81525186749157,0.427704295691219,10.6931579955494
2001-08-31,2.90487820301318,0.191480015638649,10.7453615315751
2001-09-28,2.99756736172302,-0.797786336546343,11.7919997743071
2001-10-31,3.05144091041262,-1.32476760160258,12.0408934255983
2001-11-30,3.02464407584046,-1.49006300042943,12.623894945492
2001-12-31,2.96015250445206,-1.42370819024971,13.1149156130667
2002-01-31,2.89078969296821,-1.30650605289297,13.4394935645157
2002-02-28,2.85864751245523,-1.28983629165301,13.6672517556452
2002-03-29,2.75546670011976,-0.963337101991426,13.9270221384238
2002-04-30,2.71383927858649,-1.09167760898201,14.3739046812991
2002-05-31,2.68657309262878,-1.10063186161071,14.5869131310568
2002-06-28,2.69991954798204,-1.2711495105279,14.7972811105884
2002-07-31,2.78341498430822,-1.45816124282632,14.665354458863
2002-08-30,2.87337479277364,-1.59237288370814,14.3440492061455
2002-09-30,3.01252559081158,-1.89060658098658,13.9779690527954
2002-10-31,3.13349950575856,-2.09726083437331,13.6801413140206
2002-11-29,3.16486498063113,-2.21935312751027,13.6746111252042
2002-12-31,3.25215140420177,-2.40822387065792,13.4648056407557
2003-01-31,3.30356947657649,-2.49156291167,13.2922179994714
2003-02-28,3.386424447512,-2.58839488139126,12.9730262789034
2003-03-31,3.45921703269305,-2.70727396780966,12.7692420763952
2003-04-30,3.51588001530876,-2.7502601298542,12.5283880936534
2003-05-30,3.60954697040853,-2.90037359241497,12.1926053768468
2003-06-30,3.67611757314787,-3.07405986016836,12.0511271391078
2003-07-31,3.66216445187909,-2.98410700579797,12.0743500007263
2003-08-29,3.63121320717379,-2.90293487478317,12.1390289857283
2003-09-30,3.66531511846965,-3.01585269722354,12.1200317484543
2003-10-31,3.65250337138861,-2.95414744432117,12.1176570544721
2003-11-28,3.62157952149522,-2.90552409999773,12.1999090651484
2003-12-31,3.61287701711716,-2.93068520922781,12.2765537622954
2004-01-30,3.60493088981158,-2.93861961443747,12.3054751870107
2004-02-27,3.62010794988153,-2.96325176991416,12.2375476225641
2004-03-31,3.64882020416939,-2.99840701639553,12.1137746391546
2004-04-30,3.59377235788536,-2.77086420831091,12.0883242251253
2004-05-31,3.52821821540011,-2.49347031018717,12.0452004707468
2004-06-30,3.47994395063853,-2.17056681980306,11.8556135948072
2004-07-30,3.45317273465084,-2.03491519913578,11.8004635912515
2004-08-31,3.47149305548256,-2.0339106482685,11.6770214301916
2004-09-30,3.48235750332237,-1.86332876758577,11.3544142331533
2004-10-29,3.51243308419687,-1.74879172381657,11.0090415317347
2004-11-30,3.51659035793671,-1.42920543208631,10.5441854559329
2004-12-31,3.52631340544054,-1.29627044654035,10.2645898440483
2005-01-31,3.53219147070077,-1.08606556781033,9.8605577764428
2005-02-28,3.52418156647622,-0.82409083337461,9.47309752499473
2005-03-31,3.50388241187871,-0.660745646487565,9.28201395988651
2005-04-29,3.51352964786432,-0.621399995087572,9.08421507876854
2005-05-31,3.5366120090974,-0.619354647748577,8.84943010185488
2005-06-30,3.56126740085339,-0.497292515332154,8.43102597243646
2005-07-29,3.56330850349306,-0.157422346185501,7.87355224421002
2005-08-31,3.5982110613446,-0.108038038690067,7.52248285145506
2005-09-30,3.60364552801156,0.0569258446295074,7.20407649847199
2005-10-31,3.61122816580976,0.396498356602618,6.68706043158808
2005-11-30,3.62864451527272,0.465371656278153,6.47581011873505
2005-12-30,3.6522436861036,0.511518675384148,6.23922389325021
2006-01-31,3.68290071034902,0.717136621270985,5.79357623436704
2006-02-28,3.70293329276409,0.869053540962684,5.44637208016187
2006-03-31,3.7160637175528,0.949687215938155,5.292701396929
2006-04-28,3.73109767375852,1.03655568042106,5.16728390737634
2006-05-31,3.74213423675498,1.18551817107916,4.97933002149434
2006-06-30,3.75072561935775,1.32702898156574,4.80130710913132
2006-07-31,3.7866826893023,1.28106477105623,4.72954564544945
2006-08-31,3.83940882826715,1.16250756023504,4.6449865744051
2006-09-29,3.88552690140995,1.00247399156682,4.62525769642652
2006-10-31,3.93980040420681,1.05680242495886,4.28499114389517
2006-11-30,4.0005320988669,0.981170617687323,4.06340472944959
2006-12-29,4.03294402387636,0.943602299739123,3.96061710566471
2007-01-31,4.05976346159166,0.997609083834235,3.7828410188235
2007-02-28,4.11621053132913,0.914360415770074,3.61693810074344
2007-03-30,4.16781769025913,0.797633910358976,3.54562496796078
2007-04-30,4.20969190270786,0.705251699773986,3.47819446832277
2007-05-31,4.21169536967064,0.654159509485119,3.56561866096179
2007-06-29,4.20737579904594,0.621185411469728,3.67551473926623
2007-07-31,4.24522689382092,0.64090162004659,3.49863586601467
2007-08-31,4.27405337369584,-0.107021406859759,4.35429728507509
2007-09-28,4.28077344467603,-0.345555308480889,4.64056169516096
2007-10-31,4.29770424829287,-0.361585506946618,4.5750435386967
2007-11-30,4.35535847965801,-1.09633610238976,5.22734956279035
2007-12-31,4.39209337233719,-1.13903251786971,5.07321284257097
2008-01-31,4.43217266082743,-2.43798550563051,6.54957891354007
2008-02-29,4.48572270977022,-2.85729881204712,6.82937571424123
2008-03-31,4.5075946094864,-3.23544832094326,7.17924797897282
2008-04-30,4.46654141094948,-3.09313847135003,7.14829479105544
2008-05-30,4.41947732040855,-2.6628063765133,6.8051039464957
2008-06-30,4.37855608471108,-2.47300051358236,6.7169897696547
2008-07-31,4.33892099152706,-2.63284648907969,7.09325128163181
2008-08-29,4.31526033787911,-2.59760966992052,7.11649132222489
2008-09-30,4.27639355978379,-2.95919035966264,7.71881989590111
2008-10-31,4.22096545561237,-3.52038476458958,8.69693770795274
2008-11-28,4.19956553752394,-4.03001579895713,9.28853841283944
2008-12-31,4.19932167822198,-4.25790000681807,9.30567392035731
2009-01-30,4.18601672530804,-4.16767535028933,9.12568016795377
2009-02-27,4.15564035444075,-4.03776788784302,8.99413101457147
2009-03-31,4.15768056559569,-4.07102403021158,8.89409717166338
2009-04-30,4.13372134778415,-4.14732537175706,9.05940731392859
2009-05-29,4.09442187674503,-4.10860437821321,9.19065823281267
2009-06-30,4.0395141327039,-3.99979779366158,9.28901377999431
2009-07-31,3.98782086459268,-4.0113858129167,9.52944879715447
2009-08-31,3.9462146109799,-4.00978406491992,9.68375447089836
2009-09-30,3.90555831587347,-4.02170133521877,9.82864104847883
2009-10-30,3.86764899883017,-4.02093097270682,9.97947066170431
2009-11-30,3.86212409678047,-4.047204937385,10.0127434132209
2009-12-31,3.79785233860698,-3.91052776032031,10.1702652988739
